prior,seed,step,phi_fdrr,geo_kid,swd,structtex,spectrum,energy
SLoG,39,23500,1.0457325127545467,0.5107843513174573,0.12293882171312968,1.3199364165740837,0.4114726716109336,1.788603334742159
SLoG,39,24000,0.9806545630048511,0.5636284615258914,0.12183732787768047,0.8964645018960736,0.36615288567693927,1.4837179887326912
SLoG,42,10000,1.6268777963335506,0.6842932952980115,0.10423224419355392,1.5392621295809208,0.1933049779931074,3.1244889824418918
SLoG,42,10500,1.983014726475633,0.6532127199006809,0.11903637399276097,1.9728159588813758,0.21426646958387374,2.9139451344592144
SLoG,42,11000,1.8829431901923637,0.6675574139625112,0.122608482837677,1.8921745125298228,0.2435941581991727,2.558607676800208
SLoG,42,11500,1.737643508139599,0.5952122197929304,0.11693425973256429,1.5346338071880052,0.24860369714278516,3.853217327729654
SLoG,42,12000,1.4512715987487053,0.676323265404237,0.12577255070209503,1.3816881538763996,0.22406458820456646,3.2498804754427137
SLoG,42,12500,1.3997587187727198,0.881757440732744,0.11653338621060054,1.2345494781504918,0.2276379255750141,2.7680583057827564
SLoG,42,13000,1.3900326103463552,0.6331470480299644,0.1193327655394872,1.3575021945555712,0.2521606449804592,1.7302568281054287
SLoG,42,13500,0.9641453247158821,0.7816612817499646,0.11227933565775554,0.8233585133698141,0.2044882013611712,2.4432144427454885
SLoG,42,14000,1.3877815052701639,0.6961809759662196,0.11404148489236832,1.2512469213810347,0.25410683561880526,2.536944228373736
SLoG,42,14500,1.2563269367740533,0.7713569234117823,0.12097734957933426,1.2107936862179256,0.22777799035237453,2.006031768662941
SLoG,42,15000,1.1205861198261973,0.880598947937076,0.1186158408721288,1.0956928713500513,0.335091563455101,1.8240624539553965
SLoG,42,15500,0.8611977461955493,0.9252414697215178,0.11377944300572078,0.7959054434991136,0.15598392443465986,1.568503193044695
SLoG,42,16000,0.967582515807429,0.7263261070908259,0.10691546897093455,0.854937815053927,0.228451665031572,1.9356724420457323
SLoG,42,16500,0.9149314839250119,0.6551755194026616,0.12207078437010448,0.8356446438939845,0.23666640969010855,1.997943186725842
SLoG,42,17000,1.4696067460306028,0.5072690127806567,0.11571099360783894,1.5094074821600467,0.2793154917300285,2.070321522860876
SLoG,42,17500,0.8015918338638857,0.34971197244993707,0.11396724234024684,0.7067224315275376,0.20328701920000491,1.921479357177751
SLoG,42,18000,1.4335550921575173,0.47649966418222506,0.11451118191083272,1.3934818737856738,0.21033197804331308,2.158634684135833
SLoG,42,18500,0.9810341328535586,1.3405290067605955,0.12582246214151382,0.9196105496992366,0.17043796282613424,1.8328320412002332
SLoG,42,19000,1.2762754140497963,1.701186377649383,0.11275587727626164,1.333067824453915,0.22214748060820036,1.3944395089842347
SLoG,42,19500,1.380659593700633,1.1922007592497903,0.12807309130827585,1.4048943732821226,0.258156832119736,1.7881998326013913
SLoG,42,20000,1.1707709517022722,1.472388478151808,0.10622896254062653,1.1638940978577306,0.1351266574245242,1.5061953187167205
SLoG,42,20500,1.7102810774691248,1.6674130417138098,0.09989591936270396,1.8639165244681208,0.172009113142815,1.7005526387747463
SLoG,42,21000,1.8085611743309342,2.4903295024588354,0.11089884489774704,1.7479385545287922,0.21674263302927824,1.743065695556903
SLoG,42,21500,1.553108761468292,2.086921896470277,0.11542042841513951,1.5682107601159079,0.1482671020627083,1.7764058658467452
SLoG,42,22000,1.4573723890283345,1.6091199643630678,0.11232311278581619,1.4808071296090304,0.130210617185376,1.8325617900577793
SLoG,42,22500,1.541719162060909,0.7520777754468869,0.11823215583960216,1.5855769796036547,0.26242338617021266,1.8242872313151839
SLoG,42,23000,1.35595962404254,2.015983576992011,0.12600759913523993,1.3850675033700848,0.17368286192760227,1.5220707433960603
SLoG,42,23500,1.1956298140337687,1.0527199969042154,0.12940034518639246,1.2206774864722145,0.16066839267512148,1.5454270891488842
SLoG,42,24000,1.6069468030302194,0.8455117428866157,0.11137588570515315,1.6197511096414403,0.12186819235306606,1.9739258541756044
SLoG,42,24500,1.501908259866943,1.0956354735687737,0.12048856168985367,1.4224972925484192,0.1337004259724711,1.588185162053883
