image,algorithm,height,width,fault_mask_found,fault_mask_path,edge_threshold_used,edge_pixel_count,skeleton_pixel_count,component_count,connected_component_mean_length_px,connected_component_median_length_px,connected_component_p90_length_px,total_skeleton_graph_length_px,endpoint_count,break_rate_endpoint_per_px,breaks_per_100px,fragmentation_components_per_100px,local_directional_continuity,bidirectional_continuity_ratio,edge_density_full,edge_density_valid_signal,branch_point_count,crossing_structure_count,junction_count_total,local_orientation_entropy,spurious_short_edge_pixel_ratio,short_component_ratio,isolated_response_ratio,isolated_component_ratio,strict_isolated_pixel_ratio,mean_edge_response,low_coherence_threshold,edge_in_low_coherence_precision,low_coherence_edge_recall,edge_low_coherence_iou,edge_low_coherence_f1,response_low_vs_other_mean_ratio,response_vs_one_minus_coherence_corr,edge_to_low_coherence_mean_distance_px,edge_near_fault_precision,fault_coverage_recall,fault_edge_f1,edge_to_fault_mean_distance_px
598.png,Canny,512,512,FALSE,,0.9,71116,65682,1836,37.90606437,7.414213562,104.4705627,69595.53418,3489,0.050132527,5.013252705,2.638100306,0.994389653,0.989022868,0.271286011,0.269438553,374,163,537,0.393926114,0.050439999,0.550653595,0.014463628,0.336601307,0.005328705,1,0.7464252,0.395075693,0.2558758,0.183846964,0.310592449,0.941383161,-0.020346763,4.099102386,,,,
602.png,SLoG,512,512,FALSE,,0.35,145874,65853,264,356.3350565,1,6.169848481,94072.45493,1435,0.0152542,1.525419955,0.280634751,0.989757478,0.980350174,0.556465149,0.54985467,1150,2134,3284,0.342129678,0.008382306,0.943181818,0.004616342,0.765151515,0.00179187,0.509633064,0.823354125,0.396352347,0.552465099,0.300023096,0.461565794,0.985277821,-0.016220653,4.622310283,,,,
602.png,LoG,512,512,FALSE,,0.2441407,62884,41715,3563,15.02294586,2,10.24264069,53526.75611,6794,0.126927176,12.69271761,6.656484082,0.962040007,0.928946422,0.239883423,0.263166725,374,734,1108,0.259370089,0.239841784,0.893348302,0.091765552,0.580409767,0.01814695,0.38664788,0.823354125,0.170228703,0.113563629,0.073098955,0.136238983,0.51501387,-0.328708233,6.7843957,,,,
602.png,Canny,512,512,FALSE,,0.9,73880,69745,1524,47.91807543,9.414213562,130.9901587,73027.14695,2879,0.039423695,3.942369544,2.086895167,0.995203972,0.99050828,0.281829834,0.281755535,214,64,278,0.337725937,0.039687433,0.505249344,0.010452362,0.286089239,0.003283389,1,0.823354125,0.36308558,0.259332504,0.178245968,0.302561558,0.908706041,-0.030306005,4.851524562,,,,
603.png,SLoG,512,512,FALSE,,0.35,148019,66932,209,472.928993,1,9.53137085,98842.15954,1296,0.013111814,1.311181389,0.211448233,0.989504278,0.979695811,0.564647675,0.55970532,1291,2295,3586,0.37408635,0.007096755,0.899521531,0.003316799,0.679425837,0.00112054,0.515987396,0.773735774,0.404619843,0.559240194,0.306786477,0.469528086,0.982052609,-0.01770687,4.916176908,,,,
603.png,LoG,512,512,FALSE,,0.220703527,66493,43095,4591,11.5585036,2,9,53065.09002,8466,0.159539916,15.95399159,8.651638956,0.956781507,0.918273582,0.253650665,0.275902324,391,740,1131,0.291518807,0.303515489,0.91221956,0.117531036,0.592681333,0.022902889,0.348105192,0.773735774,0.191323138,0.130351076,0.084045272,0.155058602,0.520099616,-0.345743222,7.032975967,,,,
603.png,Canny,512,512,FALSE,,0.9,73977,69260,1431,51.1235614,9.828427125,140.8406204,73157.81636,2875,0.039298603,3.929860325,1.956045261,0.995697379,0.991452498,0.28219986,0.282418815,340,85,425,0.370450705,0.037467514,0.501048218,0.009774762,0.28371768,0.003003176,1,0.773735774,0.379530256,0.264686503,0.184744179,0.31187185,0.930586794,-0.022060332,5.076135381,,,,
608.png,SLoG,512,512,FALSE,,0.35,98143,55410,3718,17.27405212,2,30.84974747,64224.9258,6863,0.106858823,10.68588233,5.789029654,0.984371066,0.970276123,0.374385834,0.377496107,967,860,1827,0.369380325,0.140191301,0.777837547,0.058256632,0.548682087,0.019454972,0.522093534,0.711640096,0.380627965,0.346220009,0.221455781,0.362609575,0.995479532,-0.012092784,4.092053738,,,,
608.png,LoG,512,512,FALSE,,0.181640953,53282,35790,4858,8.732428944,1,9.879898987,42422.13981,8157,0.192281673,19.22816727,11.45156756,0.953227162,0.913299804,0.2032547,0.220855617,379,578,957,0.319238454,0.339256776,0.899958831,0.157055043,0.651090984,0.035959765,0.280673802,0.711640096,0.275425331,0.146572104,0.105782844,0.191326614,0.720242566,-0.199276667,4.846911729,,,,
608.png,Canny,512,512,FALSE,,0.9,66438,60527,2288,28.01100329,4.414213562,69.17888886,64089.17552,4192,0.065408861,6.540886142,3.570025642,0.990830541,0.982107159,0.253440857,0.251115759,360,248,608,0.389393061,0.077601731,0.633741259,0.022931915,0.383741259,0.007913824,1,0.711640096,0.397137062,0.240299784,0.176072118,0.299424016,0.935615708,-0.022275728,4.00316769,,,,
612.png,SLoG,512,512,FALSE,,0.35,128263,62067,735,114.4028608,1,7.6627417,84086.10269,2641,0.031408282,3.140828169,0.874104015,0.988882959,0.978668213,0.489284515,0.487105885,1461,1837,3298,0.389527231,0.02503746,0.917006803,0.013179306,0.730612245,0.005075161,0.534425259,0.75252949,0.416380028,0.48600807,0.289081576,0.448507807,0.999106646,-0.003165466,3.934662715,,,,
612.png,LoG,512,512,FALSE,,0.193360925,96474,60645,4887,16.11111187,2,12.09705627,78735.00371,10204,0.129599283,12.95992826,6.206896259,0.978893578,0.958990848,0.368019104,0.393725923,568,1206,1774,0.349420369,0.221749526,0.87354205,0.08350235,0.55350931,0.015796851,0.297748327,0.75252949,0.279002886,0.263228506,0.1566619,0.270886245,0.630740779,-0.281441658,4.846828987,,,,
612.png,Canny,512,512,FALSE,,0.9,71818,66589,1697,41.55377279,7.828427125,109.2097546,70516.75243,3286,0.046598856,4.659885611,2.406520354,0.994421005,0.989202421,0.273963928,0.27319144,347,141,488,0.389286995,0.046749463,0.5391868,0.012734836,0.316440778,0.004550301,1,0.75252949,0.393750765,0.257761892,0.184528161,0.311563992,0.924694398,-0.024804503,4.070420134,,,,
618.png,SLoG,512,512,FALSE,,0.35,128864,61380,670,123.7990424,1,7.024264069,82945.3584,2656,0.032021081,3.202108052,0.807760691,0.989100695,0.979097426,0.491577148,0.48743948,1471,1870,3341,0.394922137,0.022499185,0.926865672,0.012675138,0.749253731,0.004545455,0.530971646,0.751831841,0.416401021,0.488730221,0.290052669,0.449675701,1.001599037,-0.002986871,3.98093172,,,,
618.png,LoG,512,512,FALSE,,0.181640774,95486,59656,4676,16.64516999,2,12.65685425,77832.8149,9987,0.128313489,12.83134885,6.007748796,0.978459835,0.95799249,0.364250183,0.393262803,597,1184,1781,0.349965483,0.215250771,0.874679213,0.081316213,0.551753636,0.014885343,0.281079561,0.751831841,0.272809568,0.258332577,0.152986144,0.265373778,0.618019088,-0.294031844,4.924331376,,,,
618.png,Canny,512,512,FALSE,,0.9,71392,66224,1721,40.63611879,8.414213562,113.3553391,69934.76044,3308,0.047301227,4.73012273,2.460864939,0.994458199,0.98920331,0.272338867,0.273738922,354,125,479,0.392638087,0.046191713,0.524113887,0.012246316,0.305636258,0.004635782,1,0.751831841,0.394054377,0.259734366,0.185604232,0.313096439,0.936755132,-0.024327774,4.089207422,,,,
621.png,SLoG,512,512,FALSE,,0.35,137283,64462,434,207.5561667,1,6.704163056,90079.37636,1983,0.022013918,2.201391795,0.481797297,0.989047825,0.979057429,0.523693085,0.520343175,1387,2138,3525,0.362964004,0.015078651,0.944700461,0.007135987,0.732718894,0.003056064,0.526978672,0.776636183,0.412093814,0.521499214,0.299026935,0.460386043,0.997789118,-0.003473311,4.186165711,,,,
621.png,LoG,512,512,FALSE,,0.197266191,82703,53087,4935,13.34562692,2,10.65685425,65860.66887,9686,0.147068048,14.70680478,7.493091225,0.969634771,0.941906681,0.315486908,0.341064644,472,977,1449,0.298001915,0.264754083,0.891995947,0.099421704,0.567983789,0.018705144,0.307461679,0.776636183,0.235197006,0.195090531,0.11936621,0.213274636,0.574216918,-0.317650625,5.461490819,,,,
621.png,Canny,512,512,FALSE,,0.9,72565,68096,1595,44.79138536,9,124.8700577,71442.25965,3082,0.043139733,4.313973291,2.232572161,0.994911611,0.989970042,0.276813507,0.276291807,277,98,375,0.359653294,0.043747063,0.517868339,0.011175399,0.289655172,0.003539121,1,0.776636183,0.385785882,0.259228077,0.183495724,0.310091064,0.933897348,-0.022319031,4.325400915,,,,
624.png,SLoG,512,512,FALSE,,0.35,96979,54467,4562,13.55066543,2,27.37766953,61818.13569,8025,0.129816273,12.98162733,7.37971139,0.984715521,0.970459177,0.369945526,0.375238278,923,809,1732,0.39956066,0.18060477,0.77707146,0.071180715,0.536387549,0.023408669,0.528373837,0.652309179,0.372927227,0.332953724,0.213451332,0.351808641,0.967543817,-0.028903604,4.182076955,,,,
624.png,LoG,512,512,FALSE,,0.162109822,48620,32535,5010,7.524414976,1,8,37697.31903,8228,0.218264858,21.82648584,13.29006977,0.943937302,0.894851698,0.185470581,0.200873199,334,512,846,0.337540895,0.398401721,0.920958084,0.176056554,0.649101796,0.040971262,0.252482712,0.652309179,0.231336635,0.110565354,0.080859508,0.149620755,0.64222502,-0.251796535,5.316479898,,,,
624.png,Canny,512,512,FALSE,,0.9,67563,60053,2639,24.5487633,4.414213562,62.37300141,64784.18634,4831,0.074570667,7.457066721,4.073524959,0.990316868,0.981466371,0.257732391,0.256503209,572,416,988,0.430376917,0.086956522,0.642288746,0.026959519,0.408866995,0.010690557,1,0.652309179,0.415843191,0.253790317,0.187090275,0.315208167,0.961058653,-0.012684914,3.84665141,,,,
626.png,SLoG,512,512,FALSE,,0.35,116868,58122,1116,66.60348024,1,20.57106781,74329.48394,3535,0.047558517,4.755851665,1.501423043,0.9886446,0.978424693,0.44581604,0.455233998,1375,1460,2835,0.366076648,0.040156911,0.844086022,0.018392347,0.63172043,0.007002512,0.525832534,0.770092964,0.416628367,0.44738037,0.275068729,0.431457102,1.006138874,0.000702742,3.569654445,,,,
626.png,LoG,512,512,FALSE,,0.169922501,88074,56717,4957,14.61141037,2,12.41421356,72428.76122,9835,0.135788599,13.57885988,6.843966287,0.975748003,0.95283601,0.335975647,0.364103508,495,1042,1537,0.31807375,0.243366187,0.881783337,0.091859584,0.563243898,0.017649029,0.26475504,0.770092964,0.265193307,0.227761766,0.139637759,0.245056392,0.618938446,-0.279431953,4.498791602,,,,
626.png,Canny,512,512,FALSE,,0.9,70348,65550,1768,39.02850898,6.828427125,104.2600072,69002.40388,3279,0.047520084,4.752008359,2.562229576,0.993852019,0.988039664,0.268356323,0.27016102,305,130,435,0.370685041,0.052860412,0.568438914,0.013546911,0.328054299,0.005339436,1,0.770092964,0.394876243,0.251638503,0.181607067,0.307389947,0.893173439,-0.034283289,3.691755659,,,,
628.png,SLoG,512,512,FALSE,,0.35,96134,54915,5049,12.3248998,2,23.89949494,62228.41909,8773,0.140980602,14.09806022,8.113656226,0.983920634,0.969225166,0.366722107,0.373376407,902,823,1725,0.398148894,0.201875626,0.79758368,0.080906856,0.552980788,0.025949194,0.507347465,0.676307797,0.387158558,0.337363426,0.219921186,0.360549826,0.968339378,-0.0336781,3.93505868,,,,
628.png,LoG,512,512,FALSE,,0.18164143,46542,31251,5176,6.969613972,1,7,36074.72192,8109,0.224783438,22.47834375,14.34799695,0.936897993,0.884035711,0.17754364,0.192178483,285,441,726,0.346944183,0.417010656,0.930255023,0.196153723,0.676004637,0.047550478,0.283281147,0.676307797,0.264506079,0.118632227,0.089205715,0.163799571,0.670802551,-0.232464342,4.774597377,,,,
628.png,Canny,512,512,FALSE,,0.9,67846,61319,2342,27.91820485,5.414213562,73.79188309,65384.43576,4340,0.066376653,6.637665293,3.581892193,0.992025316,0.984621406,0.258811951,0.256814515,447,282,729,0.419186473,0.077170208,0.616140051,0.02134738,0.368061486,0.008447626,1,0.676307797,0.418857661,0.251043102,0.186191114,0.313931055,0.962560575,-0.016793429,3.728446532,,,,
630.png,SLoG,512,512,FALSE,,0.35,81843,53923,6610,9.073113976,1.414213562,14.0882251,59973.28338,11133,0.185632658,18.5632658,11.02157432,0.979368746,0.960202511,0.312206268,0.328733115,711,853,1564,0.389134318,0.296997571,0.863842663,0.121877492,0.597125567,0.034011461,0.509851396,0.557530189,0.325476136,0.261344495,0.16952632,0.28990595,0.963847517,-0.02913905,4.845886287,,,,
630.png,LoG,512,512,FALSE,,0.169922039,34306,22089,3184,8.629450731,1,6.828427125,27476.17113,5133,0.186816423,18.68164227,11.58822307,0.937140644,0.886776223,0.130867004,0.143243447,254,416,670,0.318510443,0.347367468,0.936243719,0.17823351,0.711369347,0.043098375,0.284120113,0.557530189,0.181600677,0.06353938,0.049395257,0.094140424,0.594328731,-0.248827152,6.706411148,,,,
630.png,Canny,512,512,FALSE,,0.9,56672,48569,2827,18.68422457,3.828427125,50.86518036,52820.30286,4865,0.092104735,9.210473504,5.352108653,0.979915202,0.961539253,0.216186523,0.215653003,439,405,844,0.457158893,0.116720542,0.660417404,0.036154749,0.417403608,0.014762503,1,0.557530189,0.394240087,0.207666786,0.157432417,0.272037338,0.988803429,-0.003534229,4.179737515,,,,
632.png,SLoG,512,512,FALSE,,0.35,83588,50648,5447,10.24104263,2,18.24264069,55782.95921,8914,0.159797905,15.97979047,9.764630771,0.979515493,0.961262044,0.318862915,0.327204228,610,585,1195,0.379100949,0.258075344,0.823756196,0.094080714,0.546906554,0.030366451,0.515598953,0.665055168,0.358543917,0.277028756,0.185226615,0.312558986,0.975379768,-0.02335684,4.302440108,,,,
632.png,LoG,512,512,FALSE,,0.177734703,38628,25526,3592,8.702510907,1,7.414213562,31259.41918,5825,0.186343833,18.63438334,11.49093647,0.942666292,0.895596647,0.147354126,0.160534783,297,451,748,0.31083864,0.362845726,0.93123608,0.165674215,0.667316258,0.039410797,0.28726837,0.665055168,0.226220145,0.0857559,0.066306498,0.124366678,0.642903596,-0.229234083,5.636265695,,,,
632.png,Canny,512,512,FALSE,,0.9,63469,56435,2718,22.28753197,4,56.92081528,60577.51188,4765,0.078659553,7.865955289,4.486813531,0.988393724,0.977691149,0.242115021,0.239597746,478,363,841,0.416513592,0.100186055,0.667770419,0.030530699,0.426048565,0.012385931,1,0.665055168,0.404167609,0.228669278,0.171017671,0.292083844,0.930924942,-0.021826369,3.867481721,,,,
634.png,SLoG,512,512,FALSE,,0.35,121457,59597,1075,71.46089375,1,11.8627417,76820.46078,3301,0.042970323,4.297032283,1.399366769,0.988648772,0.978153263,0.463321686,0.461583705,1311,1568,2879,0.372069508,0.039364398,0.886511628,0.018390187,0.674418605,0.007080893,0.534760416,0.767048633,0.409082283,0.452665473,0.273700186,0.429771761,1.007493834,-0.00015175,3.847078513,,,,
634.png,LoG,512,512,FALSE,,0.154297993,93885,60175,5036,15.04712246,2,13.41421356,75777.30869,10266,0.135475912,13.54759119,6.64578894,0.978903174,0.959185708,0.358142853,0.382702969,557,1153,1710,0.332243085,0.230660573,0.865567911,0.084254258,0.542494043,0.016518488,0.235666737,0.767048633,0.281541228,0.258297417,0.155681188,0.269418919,0.657075662,-0.259798248,4.665359268,,,,
634.png,Canny,512,512,FALSE,,0.9,70546,66082,1707,40.61106976,7,102.1989899,69323.09609,3142,0.045324,4.53239999,2.462382808,0.993999898,0.988196483,0.269111633,0.26794422,266,123,389,0.374143034,0.049483974,0.559461043,0.013513514,0.332161687,0.004842468,1,0.767048633,0.391459352,0.251447486,0.180782227,0.306207568,0.936041033,-0.025604602,3.9294999,,,,
635.png,SLoG,512,512,FALSE,,0.35,106576,55916,2726,24.48238087,2,49.76345597,66738.97024,5770,0.086456234,8.645623358,4.084570065,0.985773325,0.972637528,0.406555176,0.408477053,1126,1013,2139,0.404515952,0.092603191,0.711298606,0.038235925,0.502567865,0.013055297,0.523076594,0.720622993,0.396368766,0.382612128,0.241749334,0.389368978,0.986189445,-0.014558342,3.997329255,,,,
635.png,LoG,512,512,FALSE,,0.150391325,74537,49912,6059,10.14795842,2,10.41421356,61486.48006,11169,0.181649689,18.16496893,9.854198833,0.966841638,0.936608431,0.28433609,0.306435044,460,885,1345,0.371203721,0.331242988,0.893216702,0.126602821,0.579633603,0.026947427,0.228507429,0.720622993,0.287454689,0.20816105,0.137310168,0.241464769,0.679041346,-0.23525858,4.606570719,,,,
635.png,Canny,512,512,FALSE,,0.9,70092,63831,2046,33.29081302,6.414213562,84.3492424,68113.00344,3835,0.056303493,5.630349282,3.003831716,0.993216455,0.986714919,0.267379761,0.266070907,447,214,661,0.413874775,0.064059783,0.586999022,0.015838699,0.33773216,0.006830537,1,0.720622993,0.405345596,0.254867519,0.185506809,0.312957813,0.92662175,-0.023699009,3.941037228,,,,
639.png,SLoG,512,512,FALSE,,0.35,129970,62290,634,134.5803528,1,8,85323.94367,2581,0.030249422,3.024942225,0.743050512,0.989420474,0.979579387,0.495796204,0.492881878,1531,1961,3492,0.402202189,0.02130358,0.916403785,0.011093273,0.727129338,0.004446942,0.530241907,0.742830777,0.416921223,0.491148629,0.291156567,0.451001179,0.994455304,-0.005767359,4.100582543,,,,
639.png,LoG,512,512,FALSE,,0.17773585,93616,58314,4933,15.34825534,2,13,75712.94361,10120,0.133662747,13.36627466,6.51539851,0.97669512,0.954899338,0.357116699,0.38466718,531,1169,1700,0.35668686,0.227698323,0.871275086,0.086462942,0.55686195,0.017577254,0.276828885,0.742830777,0.267523403,0.245959157,0.146978711,0.256288473,0.598247352,-0.306903273,5.069726987,,,,
639.png,Canny,512,512,FALSE,,0.9,71417,66135,1693,41.33031333,8.828427125,118.0690476,69972.22047,3245,0.046375547,4.637554701,2.419531621,0.994677544,0.989597036,0.272434235,0.272186627,310,129,439,0.401560575,0.046284116,0.520968695,0.011869661,0.29238039,0.004294247,1,0.742830777,0.396422974,0.257894263,0.185181198,0.312494322,0.938863247,-0.021222864,4.202706051,,,,
641.png,SLoG,512,512,FALSE,,0.35,78033,51861,6988,8.057751772,1.414213562,14.82842712,56307.56938,11444,0.203240881,20.32408808,12.41040961,0.978538811,0.959082933,0.297672272,0.31127249,669,707,1376,0.390812784,0.331482231,0.856038924,0.12658838,0.575271895,0.03752338,0.497895986,0.581495225,0.342655557,0.254118702,0.17083646,0.291819508,0.966978383,-0.031370949,4.361434235,,,,
641.png,LoG,512,512,FALSE,,0.177734539,24900,15917,2458,8.115243269,1,5.414213562,19947.26796,3802,0.190602543,19.06025431,12.3224895,0.925896823,0.870704278,0.094985962,0.104128408,194,316,510,0.326233596,0.354023999,0.945890968,0.200791606,0.751017087,0.049004209,0.300749153,0.581495225,0.203720071,0.050540689,0.042203469,0.080988924,0.671698725,-0.204290938,6.289279264,,,,
641.png,Canny,512,512,FALSE,,0.9,58305,50253,2763,19.81406897,3.828427125,51.10782105,54746.27256,4840,0.088407845,8.840784539,5.046918942,0.983752191,0.96887748,0.222415924,0.218928179,477,404,881,0.452857703,0.115933377,0.68150561,0.034664597,0.423090843,0.014168308,1,0.581495225,0.417082259,0.217551203,0.166827166,0.285950088,1.034973623,0.006399433,3.708710093,,,,
642.png,SLoG,512,512,FALSE,,0.35,107334,55712,3086,21.3818083,1.414213562,40.67766953,65984.26043,6098,0.092415979,9.24159786,4.676872909,0.985730171,0.972627082,0.409446716,0.413508017,1134,1008,2142,0.387304276,0.10690695,0.772845107,0.050384118,0.580686973,0.017213527,0.51230222,0.733697534,0.395104402,0.386550065,0.242838473,0.390780425,0.983499382,-0.021277997,4.197802503,,,,
642.png,LoG,512,512,FALSE,,0.169922665,71783,46386,6298,8.472222688,2,9.828427125,53358.05849,11055,0.2071852,20.71851996,11.80327804,0.963200092,0.929224335,0.273830414,0.294846151,454,734,1188,0.341531664,0.376255767,0.902667513,0.143513129,0.580184185,0.029728797,0.260676205,0.733697534,0.264924529,0.1848109,0.122165812,0.217732193,0.626832051,-0.267195603,5.023898165,,,,
642.png,Canny,512,512,FALSE,,0.9,70366,65050,1849,37.1953763,6.828427125,92.90437226,68774.25077,3515,0.051109245,5.110924453,2.688506206,0.99437356,0.988885473,0.268424988,0.267635097,353,159,512,0.398200631,0.052190623,0.554353705,0.014358186,0.322336398,0.005318985,1,0.733697534,0.410269984,0.259790196,0.189154655,0.318132976,0.957506856,-0.013172906,4.087059097,,,,
643.png,SLoG,512,512,FALSE,,0.35,73845,48915,6424,8.398924821,1,13.19116882,53954.69305,10222,0.189455253,18.94552526,11.90628588,0.974087715,0.95124195,0.28169632,0.299536394,718,717,1435,0.377203286,0.313564346,0.872353674,0.12869263,0.60881071,0.040601043,0.513568759,0.58902216,0.323350282,0.230085681,0.155307757,0.268859542,0.969078065,-0.027684852,4.554571729,,,,
643.png,LoG,512,512,FALSE,,0.154297471,31691,20256,2662,9.806820779,1,6.414213562,26105.75691,4285,0.164140041,16.41400406,10.19698455,0.940560818,0.895537125,0.120891571,0.132537783,269,382,651,0.323577136,0.324002765,0.938016529,0.161137441,0.703230654,0.038655213,0.260713547,0.58902216,0.196489456,0.061865098,0.049374098,0.094101994,0.599360589,-0.232917055,6.386858062,,,,
643.png,Canny,512,512,FALSE,,0.9,56509,48841,2750,19.22830908,4,51.79360749,52877.84998,4695,0.08878954,8.878954046,5.200665309,0.980692446,0.963329989,0.215564728,0.214731627,439,354,793,0.448115259,0.113142647,0.655636364,0.034254008,0.408,0.014045576,1,0.58902216,0.399240062,0.203655846,0.155884568,0.269723418,0.968875697,-0.008565081,3.791413635,,,,
644.png,SLoG,512,512,FALSE,,0.35,96286,54329,3797,16.54089077,2,32.97056275,62805.76224,6807,0.108381775,10.83817751,6.045623626,0.984115303,0.969997607,0.367301941,0.372403518,894,784,1678,0.365578353,0.146643597,0.771661838,0.059710284,0.543850408,0.020007731,0.520125449,0.737195539,0.385594546,0.343330514,0.221924205,0.363237268,0.996977479,-0.009537752,3.893673756,,,,
644.png,LoG,512,512,FALSE,,0.166016072,48480,32358,4080,9.638230197,1.414213562,8.828427125,39323.9792,6913,0.175796045,17.57960446,10.37534879,0.953427255,0.913560789,0.184936523,0.201026315,317,573,890,0.311518371,0.325576364,0.912990196,0.145960813,0.646813725,0.032820323,0.260387897,0.737195539,0.273446234,0.131429424,0.097412032,0.177530461,0.694545848,-0.204618919,4.704819416,,,,
644.png,Canny,512,512,FALSE,,0.9,66378,60753,2172,29.5429438,5,75.11787156,64167.27393,3878,0.060435792,6.043579168,3.384903031,0.991325557,0.983539907,0.253211975,0.251401507,316,204,520,0.384252846,0.070893618,0.613720074,0.020394055,0.371546961,0.007884384,1,0.737195539,0.398139258,0.239315389,0.175738577,0.298941585,0.938444688,-0.023801829,3.761909051,,,,
645.png,SLoG,512,512,FALSE,,0.35,81379,52450,6911,8.203331219,1.414213562,13.82842712,56693.22205,11324,0.19974169,19.97416903,12.19016974,0.977407038,0.956663489,0.310436249,0.325565084,629,730,1359,0.391459972,0.323222116,0.864129648,0.128636797,0.590073795,0.036949476,0.510642648,0.555471718,0.327840472,0.255312987,0.167587694,0.287066565,0.96071363,-0.037048837,4.661197874,,,,
645.png,LoG,512,512,FALSE,,0.154297188,34974,22348,3172,8.711312681,1,6.414213562,27632.28383,5123,0.18539908,18.539908,11.47932621,0.935945034,0.884508681,0.133415222,0.145815416,277,433,710,0.31220898,0.349471989,0.941046658,0.176928584,0.705863808,0.041480222,0.259300441,0.555471718,0.172335796,0.060110654,0.046644813,0.089132077,0.573999677,-0.271327539,6.807037798,,,,
645.png,Canny,512,512,FALSE,,0.9,58195,49943,2960,18.3634094,3.828427125,48.42619767,54355.69182,4971,0.091453164,9.145316402,5.445611859,0.981939435,0.965180306,0.221996307,0.221186363,516,389,905,0.456431448,0.117774263,0.668581081,0.036381475,0.425675676,0.01629858,1,0.555471718,0.400271806,0.21178045,0.160767219,0.277001652,0.958476326,-0.009770074,3.942055726,,,,
647.png,SLoG,512,512,FALSE,,0.35,103494,55490,3095,21.03646464,2,43.39066376,65107.85805,6088,0.093506378,9.350637822,4.75365047,0.984717965,0.970805551,0.394798279,0.39594934,1132,931,2063,0.386381626,0.111894035,0.754119548,0.045882141,0.53634895,0.016687691,0.526627839,0.712269747,0.385417215,0.367482023,0.231706083,0.376235997,0.981469492,-0.019998162,4.311818122,,,,
647.png,LoG,512,512,FALSE,,0.189453617,61760,41137,5742,8.338409857,1.414213562,9,47879.1494,9826,0.205225033,20.52250327,11.99269426,0.956025004,0.917325036,0.235595703,0.254817604,390,679,1069,0.332196683,0.37015339,0.911703239,0.156598682,0.627655869,0.034372949,0.288391531,0.712269747,0.252925601,0.155198524,0.106415899,0.192361478,0.65831007,-0.254378022,5.311275324,,,,
647.png,Canny,512,512,FALSE,,0.9,68442,62372,2164,30.60791919,5,85.62497834,66235.53714,3912,0.05906195,5.906195026,3.267128333,0.99234432,0.985281857,0.26108551,0.259190618,384,219,603,0.402125925,0.067498236,0.613216266,0.019992946,0.374768946,0.007727827,1,0.712269747,0.404457371,0.25243955,0.184033515,0.310858625,0.932253247,-0.019742604,4.089045798,,,,
648.png,SLoG,512,512,FALSE,,0.35,138521,62579,455,192.1267887,1,6,87417.68884,2062,0.023587903,2.35879034,0.520489624,0.98741591,0.976461752,0.52841568,0.513609487,1335,2081,3416,0.363767982,0.015740105,0.940659341,0.008149699,0.740659341,0.003179981,0.5220294,0.782621145,0.412239507,0.516671606,0.297509282,0.458585208,1.00149052,-0.000506113,4.056013441,,,,
648.png,LoG,512,512,FALSE,,0.189453274,87200,54311,4463,15.46014991,2,11.24264069,68998.64903,9041,0.131031551,13.1031551,6.468242586,0.973265111,0.948666016,0.332641602,0.362070987,473,1063,1536,0.298098177,0.226068384,0.885727089,0.090294784,0.577414295,0.016313454,0.298189133,0.782621145,0.232987139,0.2058532,0.122700694,0.21858131,0.562173472,-0.330696237,5.389361156,,,,
648.png,Canny,512,512,FALSE,,0.9,70519,66625,1572,44.24521605,7.414213562,122.4580736,69553.47964,2893,0.041593893,4.159389315,2.260131352,0.994101286,0.988457786,0.269008636,0.270740859,188,78,266,0.353855878,0.046619137,0.548346056,0.011602251,0.302798982,0.003797373,1,0.782621145,0.378429796,0.250017883,0.177235454,0.301104513,0.889136267,-0.036881598,4.267339882,,,,
650.png,SLoG,512,512,FALSE,,0.35,130755,63430,538,160.6949454,1,8.414213562,86453.88062,2545,0.029437661,2.943766066,0.622297109,0.989807665,0.98021441,0.498790741,0.496361014,1453,1921,3374,0.388354927,0.020384676,0.916356877,0.008182248,0.648698885,0.003373798,0.523587048,0.75943203,0.408322595,0.492838628,0.287512824,0.446617414,0.993222665,-0.005751334,4.357598124,,,,
650.png,LoG,512,512,FALSE,,0.208986044,85520,55030,4863,14.66417607,2,11.24264069,71311.8882,9750,0.136723346,13.67233465,6.819339836,0.972351432,0.946719971,0.32623291,0.352084945,555,999,1554,0.340519935,0.24813738,0.885256015,0.093003816,0.562204401,0.017499546,0.323451668,0.75943203,0.254701748,0.218063532,0.133120691,0.234962952,0.601607545,-0.29641671,5.432472211,,,,
650.png,Canny,512,512,FALSE,,0.9,71723,66542,1639,43.01147423,7.828427125,120.2014285,70495.80626,3182,0.045137437,4.513743681,2.324960997,0.994695067,0.989615581,0.273601532,0.272332421,315,147,462,0.387413412,0.047909591,0.542403905,0.011887229,0.302623551,0.0041177,1,0.75943203,0.39099868,0.258927573,0.184514194,0.311544083,0.946451314,-0.019293971,4.471350086,,,,
653.png,SLoG,512,512,FALSE,,0.35,105058,56820,2777,24.41299558,1.414213562,41.42497834,67794.88871,5514,0.081333565,8.133356518,4.096179008,0.986290038,0.973794439,0.400764465,0.401876535,1075,994,2069,0.357131869,0.098644843,0.767734966,0.040584301,0.548793662,0.015399507,0.525001228,0.75250957,0.388267199,0.378567304,0.237130673,0.383355903,1.000181385,-0.004158622,4.028644884,,,,
